date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:49	171327/171327	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/widgets/data-widget.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/widgets/data-widget.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:49	60002/60002	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/alerts.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/alerts.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:49	68556/68556	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/badges.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/badges.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:49	68819/68819	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/modal.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/modal.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:49	198476/198476	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/buttons.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/buttons.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:50	124610/124610	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/collapse.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/collapse.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:50	59329/59329	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/dialogs.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/dialogs.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:50	82543/82543	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/cards.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/cards.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:50	60660/60660	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/labels.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/labels.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:51	81734/81734	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/list-group.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/list-group.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:51	88348/88348	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/notifications.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/notifications.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:51	72931/72931	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/preloaders.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/preloaders.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:51	65581/65581	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/progressbars.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/progressbars.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:51	60634/60634	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/range-sliders.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/range-sliders.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:52	81951/81951	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/tabs.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/tabs.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:52	77609/77609	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/typography.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/typography.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
14:38:52	81848/81848	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Aug%202021%2011:15:17%20GMT	https://www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/helper-classes.html	C:/Users/Lalit/Desktop/demo/www.radixtouch.com/templates/admin/atrio/source/lighthr/pages/ui/helper-classes.html	(from https://www.radixtouch.com/templates/admin/atrio/source/lighthr/index.html)
